repository_url,repository_name,created_at
https://github.com/hadley/ggplot2,ggplot2,2013-03-21 16:01:42
https://github.com/hadley/ggplot2,ggplot2,2013-03-21 16:40:28
https://github.com/hadley/ggplot2,ggplot2,2013-03-21 18:20:50
https://github.com/echen/ggplot2-tutorial,ggplot2-tutorial,2013-03-22 14:28:00
https://github.com/hadley/ggplot2,ggplot2,2013-03-29 20:59:53
https://github.com/hadley/ggplot2,ggplot2,2013-04-01 03:45:50
https://github.com/hadley/ggplot2,ggplot2,2013-04-02 18:45:04
https://github.com/echen/ggplot2-tutorial,ggplot2-tutorial,2013-04-03 18:44:19
https://github.com/hadley/ggplot2,ggplot2,2013-04-08 16:42:10
https://github.com/echen/ggplot2-tutorial,ggplot2-tutorial,2013-04-09 10:27:43
https://github.com/hadley/ggplot2,ggplot2,2013-04-14 18:43:59
https://github.com/hadley/ggplot2,ggplot2,2013-04-14 19:22:06
https://github.com/hadley/ggplot2,ggplot2,2013-04-16 03:22:12
https://github.com/cosname/ggplot2-translation,ggplot2-translation,2013-04-18 07:42:49
https://github.com/hadley/ggplot2,ggplot2,2013-04-19 05:06:46
https://github.com/hadley/ggplot2,ggplot2,2013-04-19 11:56:00
https://github.com/hadley/ggplot2,ggplot2,2013-04-21 17:00:03
https://github.com/hadley/ggplot2,ggplot2,2013-04-27 15:26:28
https://github.com/hadley/ggplot2,ggplot2,2013-04-29 14:01:32
https://github.com/hadley/ggplot2,ggplot2,2013-05-02 16:27:26
https://github.com/hadley/ggplot2,ggplot2,2013-05-09 03:34:00
https://github.com/cosname/ggplot2-translation,ggplot2-translation,2013-05-09 07:11:36
