repository_organization,Unnamed: 0,Repos,ReposWhichAreForks,PushEvents,Pushers,FirstPush,LastPush,PushDurationDays,repository_homepages,repository_owners,repository_languages,WatchEvents,ForkEvents,IssuesEvents,IssueCommentEvents,DownloadEvents,PullRequestsClosed,PullRequestsMerged,SO_repos_linked_to,SO_posts_linking_to_orgs_repos,SO_answers_linking_to_orgs_repos,org_created,TempTable,blog,FirstEvent,EarlyEvents,MinsTo20Events,First20_Creates,First20_Forks,First20_Pushes,First20_WatchEvents,First20_IssueEvents,First20_PullRequests,First20_DistinctRepos,First20_OtherEvents,Event20Time,type
,12412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germinadora,Germinadora,4.0,0.0,15.0,2.0,1382832495.0,1384549530.0,20.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-07-00 00:00:00,2.0,www.germinadora.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
Goellan,Goellan,4.0,4.0,38.0,2.0,1334222040.0,1346425425.0,142.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-01-02 00:00:00,0.0,goellan.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
Goyaka,Goyaka,11.0,7.0,105.0,4.0,1331971520.0,1361454195.0,342.0,8.0,1.0,5.0,17.0,21.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-11-02 00:00:00,0.0,http://www.goyaka.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,2.0
GuardianInteractive,GuardianInteractive,17.0,0.0,458.0,9.0,1331591547.0,1385386505.0,623.0,1.0,1.0,2.0,9.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2011-08-01 00:00:00,0.0,http://www.guardian.co.uk/profile/guardian-interactive-department,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
GudTech,GudTech,2.0,0.0,8.0,1.0,1356404619.0,1372289030.0,184.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-01-02 00:00:00,0.0,www.gudtech.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
HackBerkeley,HackBerkeley,14.0,9.0,284.0,20.0,1345697507.0,1385242628.0,458.0,1.0,1.0,7.0,3.0,11.0,74.0,62.0,0.0,8.0,9.0,0.0,0.0,0.0,2011-10-01 00:00:00,0.0,http://www.hackersatberkeley.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
Hackathonclt,Hackathonclt,7.0,0.0,20.0,3.0,1366087857.0,1369061046.0,35.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
HigherState,HigherState,1.0,0.0,82.0,1.0,1367083027.0,1372701046.0,66.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
ICTWheel,ICTWheel,1.0,1.0,255.0,3.0,1331920662.0,1336593722.0,55.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,
IEPCJALISCO,IEPCJALISCO,1.0,1.0,6.0,2.0,1372265815.0,1378151231.0,69.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-06-02 00:00:00,2.0,,,4.0,37346.58,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,2013-07-22 15:23:30,1.0
ISUITC,ISUITC,21.0,1.0,197.0,1.0,1376942918.0,1385160837.0,96.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
ITS-UofIowa,ITS-UofIowa,171.0,0.0,14379.0,16.0,1331565155.0,1385394674.0,624.0,7.0,2.0,6.0,7.0,4.0,23.0,14.0,0.0,0.0,11.0,0.0,0.0,0.0,2011-08-02 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
IUCN-UK,IUCN-UK,4.0,0.0,110.0,4.0,1345579546.0,1385377818.0,461.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
Icy-imaging,Icy-imaging,5.0,1.0,476.0,1.0,1331545131.0,1385060913.0,620.0,3.0,1.0,1.0,31.0,24.0,654.0,675.0,0.0,28.0,23.0,0.0,0.0,0.0,2011-02-01 00:00:00,0.0,http://icy.bioimageanalysis.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
IlluminationWorks,IlluminationWorks,2.0,0.0,4.0,1.0,1374496564.0,1383840592.0,109.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
IndianECommerceDevelopers,IndianECommerceDevelopers,3.0,1.0,54.0,1.0,1333035731.0,1336921882.0,45.0,2.0,1.0,1.0,17.0,4.0,48.0,15.0,0.0,3.0,3.0,0.0,0.0,0.0,2012-03-02 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
Integryst,Integryst,3.0,0.0,21.0,1.0,1335468799.0,1336093861.0,8.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-04-02 00:00:00,5.0,http://www.integryst.com/,,14.0,159547.0,6.0,0.0,7.0,1.0,0.0,0.0,3.0,6.0,2012-08-15 14:26:28,3.0
JJpeople,JJpeople,2.0,0.0,8.0,2.0,1367332540.0,1368086079.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-02 00:00:00,2.0,www.jjpeople.com,,14.0,12559.1,6.0,0.0,8.0,0.0,0.0,0.0,2.0,6.0,2013-05-09 07:54:39,3.0
JapavehWebdesign,JapavehWebdesign,6.0,6.0,79.0,1.0,1338931057.0,1383656266.0,518.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-03-03 00:00:00,0.0,http://japaveh.be,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
JavaGamers,JavaGamers,1.0,0.0,114.0,2.0,1363286685.0,1378471705.0,176.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
Jobsity,Jobsity,2.0,0.0,50.0,4.0,1363291626.0,1385391015.0,256.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
KHAMGroup,KHAMGroup,1.0,0.0,112.0,2.0,1379031973.0,1385357668.0,74.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
KablamoAU,KablamoAU,7.0,0.0,17.0,3.0,1359109337.0,1372828586.0,159.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
Konquest,Konquest,3.0,3.0,26.0,1.0,1365225458.0,1385350004.0,233.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
KudosIdeas,KudosIdeas,2.0,1.0,15.0,4.0,1360727712.0,1364348604.0,42.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-02-01 00:00:00,3.0,www.kudosideas.com,,20.0,59919.92,1.0,0.0,14.0,0.0,4.0,0.0,2.0,1.0,2013-03-26 18:35:07,3.0
LAPR5-8bits-Paradox,LAPR5-8bits-Paradox,1.0,0.0,80.0,6.0,1355236481.0,1355939737.0,9.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,
LL-Matsuri2013,LL-Matsuri2013,1.0,0.0,89.0,4.0,1375454123.0,1379668624.0,49.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-00 00:00:00,1.0,http://ll.jus.or.jp/2013/,,20.0,6798.65,2.0,0.0,18.0,0.0,0.0,0.0,1.0,2.0,2013-08-07 05:30:43,3.0
LMZTeam,LMZTeam,4.0,0.0,74.0,3.0,1380760609.0,1385395138.0,54.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
LaNetscouade,LaNetscouade,1.0,1.0,13.0,2.0,1375950219.0,1384441160.0,99.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
LaceMedia,LaceMedia,1.0,0.0,21.0,2.0,1368727128.0,1369307897.0,7.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,0.0
Lawyerist,Lawyerist,10.0,0.0,186.0,1.0,1349845206.0,1385139191.0,409.0,3.0,1.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-10-00 00:00:00,4.0,http://lawyerist.com,,20.0,3136.27,10.0,0.0,7.0,0.0,3.0,0.0,9.0,10.0,2012-10-12 01:14:18,3.0
Le61,Le61,5.0,4.0,7.0,1.0,1355749287.0,1364201523.0,98.0,3.0,1.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,
Lectra,Lectra,1.0,0.0,14.0,2.0,1381923707.0,1385022237.0,36.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
LibraryCodeYearIG,LibraryCodeYearIG,3.0,1.0,88.0,4.0,1360624697.0,1374782789.0,164.0,0.0,1.0,1.0,8.0,13.0,23.0,32.0,0.0,14.0,18.0,0.0,0.0,0.0,2013-02-00 00:00:00,3.0,http://connect.ala.org/node/167971,,20.0,32717.72,1.0,0.0,12.0,1.0,1.0,2.0,2.0,1.0,2013-03-06 16:36:00,3.0
LivePress,LivePress,1.0,0.0,93.0,2.0,1335349686.0,1350392514.0,175.0,1.0,1.0,1.0,0.0,0.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2010-07-00 00:00:00,0.0,www.livepress.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
LokeyCoding,LokeyCoding,6.0,1.0,55.0,1.0,1332522519.0,1382030307.0,574.0,3.0,1.0,1.0,107.0,78.0,0.0,0.0,0.0,0.0,1.0,1.0,29.0,28.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
LokiDesign,LokiDesign,2.0,0.0,41.0,1.0,1376018513.0,1380450304.0,52.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-08-00 00:00:00,1.0,,,20.0,3399.05,2.0,0.0,18.0,0.0,0.0,0.0,1.0,2.0,2013-08-11 08:04:31,1.0
MakeThings,MakeThings,2.0,0.0,49.0,2.0,1365112918.0,1379796322.0,170.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
MasdarAQWA,MasdarAQWA,1.0,1.0,12.0,2.0,1380198129.0,1382284080.0,25.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
MediaCraft,MediaCraft,1.0,0.0,60.0,8.0,1362471164.0,1365409633.0,35.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
MeetMe,MeetMe,18.0,15.0,192.0,5.0,1343859954.0,1383700350.0,462.0,5.0,1.0,5.0,16.0,14.0,5.0,1.0,2.0,3.0,31.0,0.0,0.0,0.0,2012-04-00 00:00:00,0.0,http://engineering.meetme.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
Mercurius-group,Mercurius-group,1.0,0.0,18.0,1.0,1358400602.0,1360727466.0,27.0,0.0,1.0,0.0,1.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
MercuryGroup,MercuryGroup,4.0,1.0,391.0,9.0,1350999613.0,1385375695.0,398.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
Mexia,Mexia,2.0,0.0,17.0,2.0,1351687237.0,1369183058.0,203.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-09-02 00:00:00,4.0,www.mexia.com.au,,20.0,65905.08,10.0,0.0,10.0,0.0,0.0,0.0,5.0,10.0,2012-11-24 04:32:18,3.0
MonmouthshireCountyCouncil,MonmouthshireCountyCouncil,1.0,0.0,10.0,1.0,1364499477.0,1375704584.0,130.0,0.0,1.0,0.0,2.0,3.0,7.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
MovieCatalog,MovieCatalog,2.0,0.0,20.0,2.0,1375300959.0,1376328804.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
MozillaColombia,MozillaColombia,1.0,0.0,173.0,2.0,1362288142.0,1376751937.0,168.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
MustHash,MustHash,2.0,0.0,84.0,4.0,1365112724.0,1376911688.0,137.0,0.0,1.0,1.0,3.0,5.0,7.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,2012-09-02 00:00:00,4.0,musthash.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
Mutatio,Mutatio,7.0,1.0,114.0,1.0,1342808908.0,1376862871.0,395.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-07-01 00:00:00,5.0,http://mutat.io,,20.0,15882.93,0.0,0.0,20.0,0.0,0.0,0.0,2.0,0.0,2012-07-31 19:11:24,1.0
NIFEUP,NIFEUP,3.0,0.0,22.0,1.0,1360753068.0,1378757071.0,209.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,
NIFTYCloud-C4SA,NIFTYCloud-C4SA,13.0,0.0,134.0,3.0,1344164313.0,1357623725.0,156.0,1.0,1.0,3.0,75.0,14.0,196.0,169.0,61.0,3.0,0.0,0.0,0.0,0.0,2012-04-01 00:00:00,0.0,http://c4sa.nifty.com/,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
NUSID-C0DE,NUSID-C0DE,3.0,3.0,31.0,1.0,1345952582.0,1350641568.0,55.0,0.0,1.0,2.0,1.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
NVlabs,NVlabs,4.0,0.0,145.0,2.0,1360963341.0,1384980414.0,278.0,4.0,1.0,2.0,298.0,50.0,4.0,3.0,0.0,4.0,5.0,0.0,0.0,0.0,2012-11-00 00:00:00,4.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,2.0
Nekland,Nekland,4.0,1.0,50.0,1.0,1350079711.0,1384555356.0,400.0,1.0,1.0,2.0,3.0,6.0,10.0,18.0,0.0,2.0,1.0,0.0,0.0,0.0,2012-05-01 00:00:00,5.0,http://nekland.fr,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
Neuralab,Neuralab,3.0,0.0,24.0,2.0,1350761472.0,1384698846.0,393.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-01-00 00:00:00,0.0,http://www.neuralab.net/,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
NewTabPage,NewTabPage,6.0,0.0,728.0,3.0,1333725180.0,1384693494.0,590.0,3.0,1.0,1.0,158.0,106.0,53.0,133.0,0.0,38.0,32.0,0.0,0.0,0.0,2012-04-00 00:00:00,0.0,http://get.antp.co,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
NewVisionsScripts,NewVisionsScripts,18.0,0.0,147.0,3.0,1375988395.0,1384996000.0,105.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
NikolaRusevKristianVladov,NikolaRusevKristianVladov,1.0,0.0,18.0,2.0,1331711738.0,1338355311.0,77.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
NinjaTurtles,NinjaTurtles,2.0,0.0,27.0,3.0,1359844879.0,1361129259.0,15.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2013-02-00 00:00:00,3.0,,,20.0,11561.0,4.0,0.0,6.0,3.0,0.0,3.0,2.0,4.0,2013-02-09 18:08:22,2.0
Origin1,Origin1,2.0,1.0,11.0,2.0,1360733022.0,1367226193.0,76.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,9.0,6.0,0.0,0.0,0.0,2013-02-01 00:00:00,3.0,,,21.0,3189.7,4.0,0.0,4.0,0.0,1.0,10.0,1.0,4.0,2013-02-15 10:26:18,1.0
OwnYourInfo,OwnYourInfo,3.0,1.0,5.0,1.0,1357664665.0,1380208435.0,261.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
PAC-i9300-builds,PAC-i9300-builds,13.0,13.0,198.0,2.0,1381321088.0,1382305512.0,12.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
PMSI-AlignAlytics,PMSI-AlignAlytics,5.0,2.0,141.0,3.0,1364905551.0,1385159339.0,235.0,1.0,1.0,1.0,39.0,1.0,13.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,2013-03-02 00:00:00,3.0,www.pmsi-consulting.com,,3.0,15765.25,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2013-04-02 12:25:51,3.0
PR2-SS13,PR2-SS13,1.0,0.0,55.0,2.0,1364821048.0,1372516214.0,90.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-04-00 00:00:00,3.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
PV168team,PV168team,1.0,0.0,159.0,2.0,1331592526.0,1336940397.0,62.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
Phythm,Phythm,1.0,0.0,76.0,2.0,1380835369.0,1384163105.0,39.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
PinchProject,PinchProject,5.0,2.0,78.0,2.0,1358330840.0,1381744356.0,271.0,0.0,1.0,2.0,9.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
Polyconseil,Polyconseil,17.0,15.0,92.0,8.0,1346325642.0,1382702554.0,422.0,8.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-05-03 00:00:00,0.0,http://www.polyconseil.fr/,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
PostTenebrasLab,PostTenebrasLab,3.0,0.0,29.0,3.0,1361569301.0,1385314182.0,275.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-02-01 00:00:00,3.0,http://www.posttenebraslab.ch/wiki/,,12.0,46383.12,2.0,0.0,9.0,1.0,0.0,0.0,2.0,2.0,2013-03-21 23:45:15,3.0
Potato-Systems,Potato-Systems,1.0,0.0,10.0,2.0,1340173407.0,1341421518.0,15.0,0.0,1.0,1.0,3.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
Predpol,Predpol,3.0,3.0,13.0,2.0,1356856800.0,1381195149.0,282.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-06-01 00:00:00,5.0,http://www.predpol.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,3.0
ProjectFood,ProjectFood,1.0,0.0,58.0,7.0,1354397804.0,1355202686.0,10.0,0.0,1.0,1.0,1.0,7.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,2.0
ProjectXY,ProjectXY,2.0,0.0,11.0,2.0,1372913565.0,1373524817.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
PromoCouponECOM,PromoCouponECOM,1.0,0.0,110.0,5.0,1382704949.0,1385134799.0,29.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,1.0
QATECNICACIB,QATECNICACIB,3.0,0.0,145.0,2.0,1363773007.0,1378909097.0,176.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000-01-01 00:00:00,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0000-00-00 00:00:00,
