Graphics	    PNG 	 a specification designed by Nokia for black and white images for mobile phones
Graphics	    PNM 	 Portable bitmap
Graphics	    PNS 	 Low resolution, compressed Degas picture file
Graphics	    PPM 	 Medium resolution, compressed Degas picture file
Graphics	    PSB 	 High resolution, compressed Degas picture file
Graphics	    PSD, PDD 	 Pixel Coordination Format
Graphics	    PSP 	 a lossless format used by ZSoft's PC Paint, popular at one time on DOS systems.
Graphics	    PX 	
Graphics	    PXM - Pixelmator image file	
Graphics	    PXR 	
Graphics	    QFX 	 Paint.NET image file
Graphics	    RAW 	 Portable graymap
Graphics	    RLE 	 Low resolution, uncompressed Degas picture file
Graphics	    SCT 	 Medium resolution, uncompressed Degas picture file. Also Portrait Innovations encrypted image format.
Graphics	    SGI, RGB, INT, BW 	 High resolution, uncompressed Degas picture file
Graphics	    TGA (.tga, .targa, .icb, .vda, .vst, .pix) 	 Apple Macintosh PICT image
Graphics	    TIFF (.tif or .tiff) 	 Portable Network Graphic (lossless, recommended for display and edition of graphic images)
Graphics	    TIFF/EP (.tif or .tiff) 	 Portable anymap graphic bitmap image
Graphics	    VTF 	 PNG Stereo
Graphics	    XBM 	 Portable Pixmap (Pixel Map) image
Graphics	    XCF 	 Adobe Photoshop Big image file (for large files)
Graphics	    3DV 	 General term for minimally processed image data (acquired by a digital camera)
Graphics	    AMF 	 a run-length encoded image
Graphics	    AWG 	 Scitex Continuous Tone image file
Graphics	    AI 	 Silicon Graphics Image
Graphics	    CGM 	 Truevision TGA (Targa) image
Graphics	    CDR 	 Tagged Image File Format (usually lossless, but many variants exist, including lossy ones)
Graphics	    CMX 	 ISO 12234-2; tends to be used as a basis for other formats rather than in its own right.
Graphics	    DXF 	 Valve Texture Format
Graphics	    E2D 	 X Window System Bitmap
Graphics	    EGT 	 GIMP image (from Gimp's origin at the eXperimental Computing Facility of the University of California)
Graphics	    EPS 	 X Window System Pixmap
Graphics	    FS - FlexiPro file	
Graphics	    GBR 	
Graphics	    ODG 	
Graphics	        MOVIE.BYU	
Graphics	        RenderMan	
Graphics	    SVG 	 3-D wireframe graphics by Oscar Garcia
Graphics	    Scene description languages (3D vector image formats)	 Additive Manufacturing File Format
Graphics	        STL 	 Ability Draw
Graphics	        VRML Uses .wrl extension 	 Adobe Illustrator Document
Graphics	        X3D	 Computer Graphics Metafile an ISO Standard
Graphics	    SXD 	 CorelDRAW Document
Graphics	    V2D 	 CorelDRAW vector image
Graphics	    VND - Vision numeric Drawing file used in TypeEdit, Gravostyle.	 ASCII Drawing Interchange file Format, used in AutoCAD and other CAD-programs
Graphics	    WMF 	 2-dimensional vector graphics used by the editor which is included in JFire
Graphics	    EMF 	 EGT Universal Document, EGT Vector Draw images are used to draw vector to a website
Graphics	    ART 	 Encapsulated Postscript
Graphics	    XAR 	
Graphics	    3DMF 	
Graphics	    3DM 	 Stereo Lithographic data format (see STL (file format)) used by various CAD systems and stereo lithographic printing machines. See above.
Graphics	    3DS 	 Virtual Reality Modeling Language, for the creation of 3D viewable web images.
Graphics	    ABC 	
Graphics	    AC 	 OpenOffice.org XML (obsolete) Drawing
Graphics	    AMF 	 voucher design used by the voucher management included in JFire
Graphics	    AN8 	
Graphics	    AOI 	 Windows Meta File
Graphics	    B3D 	 Enhanced (Windows) MetaFile, an extension to WMF
Graphics	    BLEND 	 Xara 
Graphics	    BLOCK 	 Xara 
Graphics	    C4D 	
